rownumber,animalgender,breedname,borough,zipcode
63936,M,Beagle,Brooklyn,11229
63937,F,Not Listed,Brooklyn,11204
63938,F,Shih Tzu Crossbreed,Queens,11357
63939,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10021
63940,M,Jack Russell Terrier,Bronx,10472
63941,M,Morkie,Queens,11432
63942,M,Jack Russell Terrier,Manhattan,10075
63943,M,Parson Russell Terrier,Brooklyn,11207
63944,M,Labrador Retriever Crossbreed,Brooklyn,11214
63945,M,Lhasa Apso,Manhattan,10009
63977,F,Not Listed,Brooklyn,11230
63946,M,Long Haired Miniature Dachshund,Staten Island,10314
63947,M,Norfolk Terrier,Manhattan,10028
63948,F,Not Listed,Manhattan,10023
63949,F,Labrador Retriever Crossbreed,Bronx,10469
63950,M,Cairn Terrier,Manhattan,10023
63951,M,Tibetan Terrier,Queens,11375
63952,F,Chihuahua,Queens,11694
63953,F,Toy Poodle,Staten Island,10306
63954,F,Not Listed,Manhattan,10128
63955,M,Beagle,Brooklyn,11229
63956,M,Not Listed,Brooklyn,11234
63957,F,Jack Russell Terrier,Queens,11356
63958,F,Pug,Manhattan,10003
63959,M,Jack Russell Terrier,Manhattan,10018
63960,M,Not Listed,Brooklyn,11234
63961,F,Australian Shepherd,Queens,11357
63962,F,Not Listed,Manhattan,10027
63963,F,Havanese,Manhattan,10024
63964,M,Jack Russell Terrier,Staten Island,10314
63965,F,American Pit Bull Terrier/Pit Bull,Queens,11378
63966,M,Yorkshire Terrier,Manhattan,10029
63967,M,Miniature Poodle,Queens,11364
63968,F,Labrador Retriever,Manhattan,10075
63969,F,Chihuahua,Manhattan,10010
63970,F,Labradoodle,Staten Island,10306
63971,F,Labradoodle,Brooklyn,11215
63972,M,Rottweiler,Queens,11102
63973,M,Beagle Crossbreed,Manhattan,10036
63974,F,Shih Tzu,Bronx,10462
63975,F,Shih Tzu,Bronx,10462
63976,M,Not Listed,Queens,11421
63978,M,Yorkshire Terrier,Manhattan,10024
63979,M,Tibetan Terrier,Manhattan,10023
63980,F,Boxer,Queens,11357
63981,F,Not Listed,Brooklyn,11208
63982,F,Shih Tzu,Queens,11427
63983,M,Yorkshire Terrier,Brooklyn,11217
63984,M,Jindo,Staten Island,10304
63985,M,Not Listed,Manhattan,10128
63986,F,Chihuahua Crossbreed,Manhattan,10001
63987,F,Not Listed,Bronx,10473
63988,F,Jack Russell Terrier,Queens,11374
63989,M,Dachshund Crossbreed,Queens,11385
63990,F,Not Listed,Brooklyn,11234
63991,M,Labrador Retriever Crossbreed,Manhattan,10128
63992,M,Labrador Retriever,Queens,11417
63993,M,Beagle,Brooklyn,11223
63994,F,Not Listed,Queens,11367
63995,F,Maltese,Manhattan,10036
63996,F,Miniature Schnauzer,Staten Island,10306
63997,F,Not Listed,Manhattan,10002
63998,M,Bichon Frise,Queens,11423
63999,F,Yorkshire Terrier,Manhattan,10069
64000,M,American Pit Bull Terrier/Pit Bull,Manhattan,10039
64001,M,German Shepherd Dog,Manhattan,10280
64002,M,Shih Tzu,Brooklyn,11203
64003,F,Yorkshire Terrier,Queens,11356
64004,F,Miniature Schnauzer,Staten Island,10304
64005,F,Maltese,Queens,11423
64006,F,Not Listed,Queens,11375
64007,F,Pointer,Brooklyn,11217
64008,F,Vizsla,Brooklyn,11218
64009,M,Lhasa Apso,Bronx,10469
64010,M,Yorkshire Terrier,Queens,11377
64011,F,Not Listed,Staten Island,10314
64012,M,Chihuahua,Manhattan,10023
64013,F,Havanese,Manhattan,10023
64014,M,French Bulldog,Queens,11101
64015,M,American Pit Bull Terrier/Pit Bull,Brooklyn,11236
64016,F,Pointer,Brooklyn,11218
64017,M,Shih Tzu,Brooklyn,11232
64018,M,Chihuahua,Brooklyn,11209
64019,M,Chihuahua,Manhattan,10031
64020,M,Yorkshire Terrier,Manhattan,10029
64021,F,Pomeranian,Queens,11106
64022,F,Poodle,Bronx,10467
64023,F,Pomeranian Crossbreed,Brooklyn,11233
64024,M,Not Listed,Manhattan,10028
64025,F,American Pit Bull Mix / Pit Bull Mix,Bronx,10458
64026,M,Beagle Crossbreed,Manhattan,10034
64027,F,Not Listed,Brooklyn,11201
64028,M,Havanese,Queens,11372
64029,M,Not Listed,Manhattan,10031
64030,F,Pug,Manhattan,10009
64031,M,Shiba Inu,Brooklyn,11218
64032,M,Yorkshire Terrier,Bronx,10474
64033,F,Shih Tzu,Queens,11360
64034,M,Not Listed,Manhattan,10128
64035,M,Pomeranian,Queens,11368
64036,F,Pekingese,Manhattan,10026
64037,M,Not Listed,Manhattan,10019
64038,M,Maltese,Bronx,10458
64039,M,Beagle Crossbreed,Manhattan,10024
64040,M,Shih Tzu,Brooklyn,11209
64041,M,Not Listed,Manhattan,10029
64042,M,Not Listed,Brooklyn,11233
64043,F,American Pit Bull Mix / Pit Bull Mix,Queens,11357
64044,M,Pekingese,Queens,11105
64045,M,Labradoodle,Brooklyn,11211
64046,F,Chihuahua,Manhattan,10010
64047,M,Wire Fox Terrier,Queens,11106
64048,M,Shiba Inu,Queens,11433
64049,F,Yorkshire Terrier,Staten Island,10314
64050,M,Poodle,Manhattan,10023
64051,M,Poodle,Queens,11360
64052,M,Yorkshire Terrier,Staten Island,10314
64053,F,German Shepherd Crossbreed,Brooklyn,11218
64054,F,Poodle Crossbreed,Manhattan,10035
64055,F,Yorkshire Terrier,Brooklyn,11210
64056,M,Yorkshire Terrier,Queens,11101
64057,M,Not Listed,Queens,11368
64058,F,Miniature Pinscher,Manhattan,10002
64059,F,West Highland White Terrier,Manhattan,10034
64060,F,Maltese,Brooklyn,11211
64061,F,Chihuahua,Manhattan,10017
64062,M,American Pit Bull Terrier/Pit Bull,Brooklyn,11229
64063,F,Not Listed,Queens,11105
64064,F,Shih Tzu,Brooklyn,11214
64065,F,Miniature Poodle,Manhattan,10065
64066,F,Not Listed,Staten Island,10305
64067,M,Yorkshire Terrier,Queens,11694
64068,F,Beagle Crossbreed,Manhattan,10024
64069,F,American Eskimo dog,Staten Island,10310
64070,F,German Shepherd Dog,Staten Island,10314
64071,F,Not Listed,Bronx,10471
64072,F,Not Listed,Bronx,10463
64073,F,Labrador Retriever,Staten Island,10304
64074,F,German Shepherd Dog,Manhattan,10025
64075,F,Newfoundland,Brooklyn,11238
64076,M,Miniature Schnauzer,Queens,11432
64077,F,Rottweiler,Staten Island,10310
64078,F,Yorkshire Terrier,Brooklyn,11205
64079,M,Pomeranian,Queens,11373
64080,M,Chihuahua,Brooklyn,11203
64081,M,Yorkshire Terrier,Queens,11368
64082,M,Labrador Retriever,Staten Island,10301
64083,M,American Pit Bull Mix / Pit Bull Mix,Staten Island,10310
64084,F,Shih Tzu Crossbreed,Bronx,10462
64085,M,Poodle,Queens,11373
64086,F,Standard Schnauzer,Bronx,10456
64087,F,Not Listed,Staten Island,10310
64088,M,Labrador Retriever Crossbreed,Brooklyn,11205
64089,M,Labrador Retriever Crossbreed,Manhattan,10021
64090,F,Yorkshire Terrier,Queens,11368
64091,M,Chow Chow,Manhattan,10025
64092,F,Yorkshire Terrier,Bronx,10461
64093,M,Not Listed,Brooklyn,11213
64094,F,Chihuahua,Bronx,10458
64095,M,Shih Tzu,Queens,11369
64096,M,Not Listed,Bronx,10471
64097,M,Dachshund Smooth Coat Miniature,Bronx,10463
64098,M,Beagle,Brooklyn,11229
64099,F,German Shepherd Dog,Queens,11426
64100,F,Havanese,Manhattan,10011
64101,M,Boxer,Queens,11694
64102,M,Beagle,Manhattan,10024
64103,F,Chihuahua,Brooklyn,11226
64104,F,Shih Tzu,Bronx,10456
64105,M,Shih Tzu,Bronx,10458
64106,M,Shih Tzu,Bronx,10470
64107,M,Labrador Retriever,Manhattan,10025
64108,F,Chihuahua,Brooklyn,11209
64109,M,Not Listed,Manhattan,10033
64110,F,Bichon Frise,Manhattan,10021
64111,M,Not Listed,Bronx,10469
64112,M,American Pit Bull Terrier/Pit Bull,Queens,11004
64113,M,Papillon,Manhattan,10025
64114,M,Doberman Pinscher,Bronx,10463
64115,M,Beagle Crossbreed,Bronx,10458
64116,M,Labrador Retriever Crossbreed,Manhattan,10028
64117,M,Rottweiler,Queens,11385
64118,M,Not Listed,Queens,11364
64119,M,French Bulldog,Manhattan,10010
64120,M,Labrador Retriever Crossbreed,Manhattan,10011
64121,M,American Staffordshire Terrier ,Manhattan,10012
64122,F,Chihuahua,Queens,11372
64123,M,Maltese,Manhattan,10028
64124,M,Chihuahua,Brooklyn,11209
64125,M,Dachshund Crossbreed,Brooklyn,11237
64126,M,Cocker Spaniel,Brooklyn,11201
64127,F,Standard Schnauzer,Bronx,10456
64128,F,American Staffordshire Terrier ,Brooklyn,11225
64129,F,Labrador Retriever,Staten Island,10306
64130,F,Terrier Crossbreed,Queens,11378
64131,M,Boston Terrier,Queens,11375
64132,F,Chihuahua,Brooklyn,11226
64133,F,Labrador Retriever,Staten Island,10304
64134,F,Yorkshire Terrier,Brooklyn,11208
64135,M,Pekingese,Brooklyn,11214
64136,F,American Staffordshire Terrier ,Brooklyn,11215
64137,F,Golden Retriever,Manhattan,10016
64138,M,Chihuahua,Manhattan,10010
64139,M,Not Listed,Manhattan,10028
64140,F,Labradoodle,Staten Island,10306
64141,M,Rottweiler,Manhattan,10011
64142,M,Rottweiler,Queens,11103
64143,M,Poodle,Brooklyn,11221
64144,F,Norfolk Terrier,Manhattan,10027
64145,M,Akita,Staten Island,10312
64146,F,Shih Tzu,Queens,11385
64147,F,Yorkshire Terrier,Queens,11357
64148,M,Poodle,Manhattan,10025
64149,M,Australian Shepherd,Queens,11367
64150,F,Toy Poodle,Queens,11370
64151,M,Maltese,Queens,11379
64152,M,German Shepherd Crossbreed,Manhattan,10027
64153,M,Pug,Manhattan,10069
64154,M,Standard Schnauzer,Brooklyn,11214
64155,F,American Pit Bull Terrier/Pit Bull,Staten Island,10314
64156,M,Pomeranian,Staten Island,10308
64157,M,Shih Tzu,Queens,11354
64158,F,Maltese,Manhattan,10128
64159,F,Miniature Pinscher,Manhattan,10282
64160,F,Not Listed,Manhattan,10002
64161,F,Poodle,Brooklyn,11209
64162,M,Not Listed,Staten Island,10306
64163,M,Papillon,Staten Island,10314
64164,M,Pug,Brooklyn,11230
64165,F,Not Listed,Manhattan,10029
64166,F,Boston Terrier,Queens,11385
64167,F,Silky Terrier,Brooklyn,11221
64168,F,Akita,Manhattan,10065
64169,F,American Staffordshire Terrier ,Bronx,10463
64170,M,Labrador Retriever,Staten Island,10312
64171,M,Shih Tzu,Bronx,10456
64172,M,American Staffordshire Terrier ,Bronx,10459
64173,F,Pomeranian,Brooklyn,11221
64174,F,Dachshund Smooth Coat,Manhattan,10019
64175,F,Not Listed,Bronx,10462
64176,F,Not Listed,Staten Island,10309
64177,F,German Shepherd Dog,Staten Island,10310
64178,F,Shih Tzu,Manhattan,10021
64179,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11231
64180,M,Bichon Frise,Queens,11361
64181,M,Not Listed,Queens,11414
64182,M,Maltese,Manhattan,10013
64183,F,Chihuahua,Queens,11358
64184,F,Poodle,Manhattan,10029
64185,M,Chihuahua,Staten Island,10314
64186,M,German Shepherd Crossbreed,Manhattan,10028
64187,M,Yorkshire Terrier,Manhattan,10030
64188,M,Maltese,Brooklyn,11222
64189,F,Not Listed,Queens,11379
64190,M,Miniature Pinscher,Queens,11364
64191,F,Labrador Retriever,Manhattan,10024
64192,M,Border Terrier,Brooklyn,11205
64193,M,Shih Tzu,Manhattan,10029
64194,F,Rottweiler,Bronx,10472
64195,M,Not Listed,Manhattan,10023
64196,F,Dachshund Smooth Coat Miniature,Manhattan,10025
64197,F,Not Listed,Brooklyn,11238
64198,F,Labrador Retriever,Manhattan,10014
64199,F,Not Listed,Bronx,10469
64200,M,Cavalier King Charles Spaniel,Manhattan,10023
64201,F,Miniature Schnauzer,Manhattan,10027
64202,F,Not Listed,Queens,11364
64203,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11223
64204,M,Shih Tzu,Bronx,10464
64205,M,Yorkshire Terrier,Bronx,10466
64206,F,Not Listed,Staten Island,10304
64207,F,German Shepherd Dog,Queens,11367
64208,M,Chihuahua,Manhattan,10027
64209,M,Tibetan Terrier,Brooklyn,11201
64210,F,Not Listed,Manhattan,10021
64211,F,Shih Tzu,Manhattan,10029
64212,M,English Bulldog,Manhattan,10023
64213,M,Shih Tzu Crossbreed,Queens,11418
64214,M,Chihuahua,Bronx,10462
64215,M,Labrador Retriever Crossbreed,Queens,11414
64216,M,Not Listed,Manhattan,10038
64217,F,Beagle,Manhattan,10002
64218,M,Cavalier King Charles Spaniel,Manhattan,10023
64219,M,Beagle,Queens,11001
64220,M,Labrador Retriever,Queens,11414
64221,F,Lagotto Romagnolo,Manhattan,10023
64222,M,Morkie,Queens,11692
64223,F,Beagle,Manhattan,10003
64224,F,Papillon,Queens,11364
64225,M,Maltese Crossbreed,Manhattan,10029
64226,M,Italian Greyhound,Staten Island,10314
64227,M,Pekingese,Queens,11418
64228,F,Dachshund Smooth Coat Miniature,Manhattan,10025
64229,M,American Staffordshire Terrier ,Manhattan,10009
64230,F,Not Listed,Manhattan,10035
64231,F,Rottweiler,Manhattan,10027
64232,F,Yorkshire Terrier,Bronx,10454
64233,M,Not Listed,Queens,11104
64234,M,Not Listed,Manhattan,10028
64235,M,Pomeranian,Bronx,10457
64236,F,Cavalier King Charles Spaniel,Manhattan,10024
64237,M,Not Listed,Queens,11366
64238,F,Not Listed,Queens,11385
64239,M,Yorkshire Terrier,Queens,11434
64240,F,Yorkshire Terrier,Queens,11385
64241,M,Not Listed,Manhattan,10024
64242,M,Yorkshire Terrier,Staten Island,10303
64243,M,Beagle,Manhattan,10009
64244,M,Siberian Husky,Staten Island,10301
64245,F,Maltese,Brooklyn,11206
64246,F,Not Listed,Brooklyn,11235
64247,F,Not Listed,Queens,11385
64248,F,Not Listed,Brooklyn,11214
64249,M,Jack Russell Terrier,Manhattan,10029
64250,F,Chihuahua,Bronx,10473
64251,F,Border Terrier,Manhattan,10036
64252,M,Bichon Frise,Staten Island,10301
64253,M,Beagle,Bronx,10468
64254,F,Australian Cattle Dog,Manhattan,10025
64255,F,German Shepherd Crossbreed,Manhattan,10025
64256,F,Dachshund Smooth Coat Miniature,Bronx,10467
64257,F,Not Listed,Manhattan,10009
64258,F,Yorkshire Terrier,Manhattan,10009
64259,M,Cocker Spaniel,Manhattan,10009
64260,M,Not Listed,Brooklyn,11215
64261,M,Not Listed,Queens,11379
64262,F,Not Listed,Queens,11379
64263,F,Not Listed,Manhattan,10011
64264,M,Beagle,Queens,11360
64265,F,Maltese,Queens,11414
64266,M,Maltese,Brooklyn,11201
64267,M,Pug,Brooklyn,11224
64268,M,Boston Terrier,Queens,11435
64269,M,Not Listed,Staten Island,10302
64270,M,Chihuahua,Manhattan,10025
64271,M,Not Listed,Manhattan,10038
64272,F,Yorkshire Terrier,Bronx,10469
64273,M,Poodle,Queens,11357
64274,F,Japanese Chin,Manhattan,10075
64275,F,Yorkshire Terrier,Queens,11365
64276,M,Not Listed,Staten Island,10312
64277,F,Poodle Crossbreed,Manhattan,10023
64278,F,Shih Tzu,Bronx,10465
64279,M,Tibetan Terrier,Manhattan,10003
64280,F,Dachshund Smooth Coat,Bronx,10463
64281,F,Shih Tzu,Bronx,10469
64282,M,Japanese Chin/Spaniel,Queens,11368
64283,M,Yorkshire Terrier,Queens,11423
64284,M,Shih Tzu,Staten Island,10305
64285,F,Boxer,Queens,11413
64286,M,Not Listed,Staten Island,10303
64287,M,Not Listed,Bronx,10459
64288,M,Pug,Manhattan,10128
64289,M,German Shepherd Dog,Queens,11367
64290,M,Yorkshire Terrier,Queens,11368
64291,F,Yorkshire Terrier,Brooklyn,11239
64292,M,Miniature Poodle,Manhattan,10031
64293,F,Pug,Brooklyn,11229
64294,M,Maltese,Queens,11374
64295,M,Maltese,Manhattan,10128
64296,M,Shih Tzu,Manhattan,10028
64297,F,Miniature Poodle,Manhattan,10011
64298,M,American Staffordshire Terrier ,Queens,11377
64299,M,Chihuahua,Manhattan,10009
64300,F,Miniature Schnauzer,Manhattan,10024
64301,F,Bernese Mountain Dog,Manhattan,10027
64302,M,Shih Tzu,Queens,11358
64303,F,Dachshund,Manhattan,10019
64304,F,Not Listed,Staten Island,10304
64305,F,Shih Tzu,Staten Island,10308
64306,F,Shih Tzu,Queens,11417
64307,F,Not Listed,Queens,11385
64308,F,Dachshund Smooth Coat,Brooklyn,11234
64309,F,Pug,Manhattan,10128
64310,M,Not Listed,Manhattan,10011
64311,M,Not Listed,Brooklyn,11220
64312,F,Shiba Inu,Queens,11364
64313,F,Chihuahua,Queens,11373
64314,F,Poodle,Bronx,10475
64315,F,German Shepherd Dog,Queens,11418
64316,F,Chihuahua,Manhattan,10010
64317,F,Shih Tzu,Staten Island,10314
64318,M,Not Listed,Manhattan,10040
64319,M,Miniature Schnauzer,Manhattan,10024
64320,M,Shih Tzu,Queens,11432
64321,M,Cocker Spaniel,Manhattan,10128
64322,M,Shih Tzu,Staten Island,10307
64323,M,Maltese,Queens,11428
64324,M,English Bulldog,Staten Island,10307
64326,M,Yorkshire Terrier,Staten Island,10309
64327,M,Yorkshire Terrier,Manhattan,10128
64328,F,Yorkshire Terrier,Staten Island,10308
64329,M,Not Listed,Brooklyn,11234
64330,M,Cocker Spaniel,Queens,11101
64331,M,Not Listed,Brooklyn,11230
64332,M,Dachshund Smooth Coat Miniature,Manhattan,10028
64333,F,Maltese,Queens,11373
64334,F,Yorkshire Terrier,Brooklyn,11216
64335,F,Portuguese Water Dog,Manhattan,10021
64336,F,Bichon Frise,Queens,11697
64337,M,Shetland Sheepdog,Staten Island,10306
64338,M,Havanese,Queens,11412
64339,F,Not Listed,Manhattan,10023
64340,F,Dachshund Smooth Coat,Queens,11374
64341,F,Bichon Frise,Queens,11374
64342,M,Shih Tzu,Manhattan,10009
64343,M,Dachshund Smooth Coat,Brooklyn,11204
64344,M,Toy Poodle,Manhattan,10029
64345,F,Chihuahua,Manhattan,10027
64346,F,Maltese,Bronx,10460
64347,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11249
64348,F,Rat Terrier,Manhattan,10019
64349,M,American Staffordshire Terrier ,Bronx,10458
64350,M,American Staffordshire Terrier ,Bronx,10458
64351,M,Maltese,Queens,11420
64352,F,Shih Tzu,Queens,11379
64353,M,French Bulldog,Brooklyn,11201
64354,M,Shih Tzu,Manhattan,10028
64355,M,Not Listed,Staten Island,10301
64356,F,Not Listed,Staten Island,10307
64357,F,Not Listed,Manhattan,10065
64358,F,Yorkshire Terrier,Bronx,10457
64359,M,Miniature Schnauzer,Bronx,10459
64360,F,Yorkshire Terrier,Queens,11421
64361,M,Boxer,Staten Island,10308
64362,M,Pekingese,Brooklyn,11213
64363,F,Not Listed,Staten Island,10301
64364,F,Chihuahua,Manhattan,10010
64365,F,Bichon Frise,Bronx,10465
64366,M,Not Listed,Staten Island,10303
64367,F,Chihuahua,Brooklyn,11223
64368,F,Lhasa Apso,Bronx,10470
64369,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10031
64370,M,Cocker Spaniel,Queens,11361
64371,M,Cocker Spaniel,Manhattan,10025
64372,M,Pug,Manhattan,10069
64373,M,Pug,Brooklyn,11229
64374,F,Dachshund Smooth Coat,Bronx,10455
64375,M,Not Listed,Manhattan,10010
64376,M,Brussels Griffon,Staten Island,10310
64377,F,Beagle,Staten Island,10305
64378,F,Not Listed,Bronx,10469
64379,F,Pekingese,Manhattan,10016
64380,F,Shih Tzu,Queens,11364
64381,F,Not Listed,Manhattan,10028
64382,F,Not Listed,Staten Island,10314
64383,M,Not Listed,Queens,11361
64384,M,Chihuahua,Brooklyn,11230
64385,M,Cavalier King Charles Spaniel,Manhattan,10029
64386,M,Cavalier King Charles Spaniel,Manhattan,10029
64387,M,Labrador Retriever Crossbreed,Brooklyn,11221
64388,M,Not Listed,Brooklyn,11231
64389,F,American Pit Bull Terrier/Pit Bull,Bronx,10467
64390,F,Not Listed,Bronx,10461
64391,M,Labrador Retriever Crossbreed,Brooklyn,11226
64392,F,French Bulldog,Manhattan,10013
64393,F,Not Listed,Queens,11375
64394,F,Not Listed,Staten Island,10312
64395,F,Labrador Retriever Crossbreed,Staten Island,10309
64396,M,Beagle,Brooklyn,11208
64397,M,Maltipoo,Queens,11364
64398,M,Cocker Spaniel,Bronx,10458
64399,M,Papillon,Bronx,10459
64400,M,Yorkshire Terrier Crossbreed,Manhattan,10025
64401,F,Jack Russell Terrier,Manhattan,10031
64402,M,Poodle,Manhattan,10075
64403,F,Terrier Crossbreed,Brooklyn,11215
64404,M,Lhasa Apso,Bronx,10473
64405,F,Toy Poodle,Brooklyn,11208
64406,F,Miniature Poodle,Brooklyn,11203
64407,M,Goldendoodle,Manhattan,10023
64408,F,Boxer,Staten Island,10308
64409,M,Maltese,Staten Island,10306
64410,F,Chihuahua,Queens,11377
64411,F,Maltese,Staten Island,10308
64412,M,Labrador Retriever,Queens,11379
64413,M,Maltese,Bronx,10468
64414,M,Yorkshire Terrier,Manhattan,10009
64415,M,Not Listed,Bronx,10465
64416,M,Not Listed,Queens,11694
64417,F,American Pit Bull Mix / Pit Bull Mix,Staten Island,10305
64418,M,Cavalier King Charles Spaniel,Manhattan,10025
64419,M,Chihuahua,Manhattan,10128
64420,M,Lhasa Apso,Manhattan,10023
64421,M,Jack Russell Terrier,Queens,11377
64422,M,Shih Tzu,Manhattan,10069
64423,M,Yorkshire Terrier,Manhattan,10025
64424,F,Yorkshire Terrier,Bronx,10473
64425,F,Chihuahua Crossbreed,Manhattan,10016
64426,F,Maltipoo,Brooklyn,11210
64427,M,Terrier Crossbreed,Manhattan,10026
64428,M,Pomeranian,Manhattan,10009
64429,M,Labradoodle,Manhattan,10022
64430,F,Morkie,Manhattan,10029
64431,M,Not Listed,Brooklyn,11229
64432,F,Long Haired Miniature Dachshund,Manhattan,10031
64433,F,German Shepherd Dog,Staten Island,10308
64434,M,Shih Tzu,Queens,11373
64435,F,Pekingese,Brooklyn,11230
64436,M,Not Listed,Manhattan,10028
64437,F,Bulldog,Manhattan,10028
64438,F,Cocker Spaniel,Queens,11412
64439,F,Dachshund,Manhattan,10021
64440,F,Shih Tzu,Manhattan,10024
64441,M,Toy Poodle,Manhattan,10021
64442,F,Labrador Retriever Crossbreed,Brooklyn,11201
64443,M,American Pit Bull Terrier/Pit Bull,Brooklyn,11208
64444,M,German Shepherd Dog,Queens,11370
64445,F,American Staffordshire Terrier ,Brooklyn,11225
64446,M,Yorkshire Terrier,Manhattan,10023
64447,F,Australian Cattle Dog,Manhattan,10024
64449,F,Not Listed,Manhattan,10010
64450,F,Australian Shepherd,Manhattan,10013
64451,M,American Pit Bull Terrier/Pit Bull,Brooklyn,11208
64452,F,Siberian Husky,Bronx,10468
64453,M,Golden Retriever,Staten Island,10310
64454,M,Rhodesian Ridgeback,Manhattan,10003
64455,M,Havanese,Bronx,10452
64456,M,Labrador Retriever Crossbreed,Brooklyn,11209
64457,M,Pembroke Welsh Corgi,Brooklyn,11209
64458,M,American Staffordshire Terrier ,Staten Island,10308
64459,M,Lhasa Apso,Manhattan,10029
64460,M,Not Listed,Manhattan,10025
64461,M,Shih Tzu,Brooklyn,11228
64462,M,Collie Crossbreed,Manhattan,10028
64463,F,Bouvier Des Flandres,Brooklyn,11238
64464,M,French Bulldog,Queens,11378
64465,F,Chihuahua,Brooklyn,11224
64466,M,Pomeranian Crossbreed,Manhattan,10011
64467,M,French Bulldog,Manhattan,10025
64468,F,Not Listed,Bronx,10452
64469,M,French Bulldog,Brooklyn,11201
64470,M,Maltese,Manhattan,10016
64471,F,Not Listed,Bronx,10456
64472,F,Not Listed,Bronx,10456
64473,F,Shiba Inu,Manhattan,10001
64474,F,Yorkshire Terrier,Brooklyn,11217
64475,M,Shih Tzu,Queens,11426
64476,M,Chihuahua,Manhattan,10024
64477,M,Shih Tzu,Queens,11385
64478,M,Australian Shepherd,Manhattan,10065
64479,F,Not Listed,Bronx,10469
64480,M,Maltese,Staten Island,10314
64481,M,Havanese,Manhattan,10069
64482,F,Rottweiler,Manhattan,10023
64483,F,Not Listed,Brooklyn,11238
64484,M,Dachshund Smooth Coat,Manhattan,10033
64485,M,French Mastiff (Dogue de Bordeaux),Manhattan,10024
64486,M,Glen of Imaal Terrier,Manhattan,10029
64487,F,Poodle Crossbreed,Queens,11367
64488,F,Glen of Imaal Terrier,Brooklyn,11237
64489,F,Shiba Inu,Queens,11415
64490,F,Chihuahua,Manhattan,10016
64491,F,Yorkshire Terrier,Queens,11368
64492,M,Pug,Brooklyn,11210
64493,M,Shih Tzu,Manhattan,10024
64494,M,Yorkshire Terrier,Manhattan,10033
64495,M,Beagle Crossbreed,Queens,11415
